D;COD_OS;COD_UNIDADE;COD_CONTRATO;ANO_MES_REF;TIPO;CODIGO;CNPJ;RAZAO;CPF;NOME;NUM_DOCUMENTO;SERIE;DESCRICAO;DATA_EMISSAO;DATA_VENCIMENTO;DATA_PAGAMENTO;DATA_APURACAO;VALOR_DOCUMENTO;VALOR_PAGO;DESPESA;RUBRICA;BANCO;AGENCIA;CONTA_CORRENTE;PMT_PAGA;QTDE_PMT;IDENT_BANCARIO;FLAG_JUSTIFICATIVA
D;10061;10063;003/2020;2020-05;NF;6108;03.951.140/0001-33;DE PAULI COM. REPR. IMPORT. EXPORT. LTDA;;;59857;1;215HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;1819,65;1819,65;02.14.01;212;999;999;999999;1;1;111321;N
D;10061;10063;003/2020;2020-05;NF;5102;10.015.003/0001-52;UNISUCO COMERCIO DE SUCOS E POLPAS EIRELI;;;11103;1;216HOS112019.pdf;2019-10-15;2019-10-30;2020-05-10;2019-10-15;1325,5;1325,5;02.06.01;211;999;999;999999;1;1;111322;N
D;10061;10063;003/2020;2020-05;NF;;17.991.716/0001-09;DMS RJ LIMPEZA INDUSTRIAL LTDA;;;960;;218HOS112019.pdf;2019-10-14;2019-10-19;2020-05-10;2019-10-14;1900;1862;03.01.01;212;999;999;999999;1;1;111324;N
D;10061;10063;003/2020;2020-05;NF;5102;11.277.643/0001-01;MJL COMERCIO E SERVICOS LTDA;;;8163;1;221HOS112019.pdf;2019-08-23;2019-10-17;2020-05-10;2019-08-23;842,19;280,73;02.03.01;212;999;999;999999;3;3;111327;N
D;10061;10063;003/2020;2020-05;NF;5102;04.110.063/0001-51;503 COMERCIO DE MEDICAMENTOS E MATERIAIS CIRURGICOS LTDA;;;28102;1;233HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;2250;2250;02.07.01;212;999;999;999999;1;1;111339;N
D;10061;10063;003/2020;2020-05;NF;5102;23.870.248/0001-09;FENAGUI COMERCIO DE MATERIAIS DESCARTAVEIS LTDA - ME;;;590;1;235HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;82,75;82,75;02.05.01;212;999;999;999999;1;1;111341;N
D;10061;10063;003/2020;2020-05;NF;5405;13.369.407/0001-32;SATELITE COMERCIO DE MATERIAIS DE ESCRITORIO DE LIMPEZA E INFORMATICA LTDA;;;12889;1;236HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;400,4;400,4;02.01.01;212;999;999;999999;1;1;111342;N
D;10061;10063;003/2020;2020-05;NF;5405;13.369.407/0001-32;SATELITE COMERCIO DE MATERIAIS DE ESCRITORIO DE LIMPEZA E INFORMATICA LTDA;;;12964;1;236HOS112019.pdf;2019-10-14;2019-11-04;2020-05-10;2019-10-14;234;234;02.01.01;212;999;999;999999;1;1;111342;N
D;10061;10063;003/2020;2020-05;NF;6108;28.570.692/0001-22;PHARMA STAR COMERCIO DE MEDICAMENTOS LTDA;;;2682;1;237HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;8323;4161,5;02.07.01;211;999;999;999999;1;2;111343;N
D;10061;10063;003/2020;2020-05;NF;5102;36.236.248/0001-01;PHIGEL FORNECEDORA DE COMESTIVEIS LTDA;;;23023;1;238HOS112019.pdf;2019-10-01;2019-10-22;2020-05-10;2019-10-01;900,63;900,63;02.06.01;212;999;999;999999;1;1;111344;N
D;10061;10063;003/2020;2020-05;NF;5102;36.236.248/0001-01;PHIGEL FORNECEDORA DE COMESTIVEIS LTDA;;;23037;1;238HOS112019.pdf;2019-10-04;2019-10-25;2020-05-10;2019-10-04;1151,5;1151,5;02.06.01;211;999;999;999999;1;1;111344;N
D;10061;10063;003/2020;2020-05;NF;5102;36.236.248/0001-01;PHIGEL FORNECEDORA DE COMESTIVEIS LTDA;;;23053;1;238HOS112019.pdf;2019-10-08;2019-10-29;2020-05-10;2019-10-08;985,61;985,61;02.06.01;212;999;999;999999;1;1;111344;N
D;10061;10063;003/2020;2020-05;NF;5102;17.771.867/0001-43;DBV COMERCIO DE MATERIAL HOSPITALAR LTDA;;;11597;1;239HOS112019.pdf;2019-10-04;2019-11-01;2020-05-10;2019-10-04;700;700;02.14.01;211;999;999;999999;1;1;111345;N
D;10061;10063;003/2020;2020-05;NF;5102;31.381.168/0001-18;EDUS MEDICAMENTOS E MATERIAIS CIRURGICOS EIRELI;;;208;1;244HOS112019.pdf;2019-08-28;2019-10-11;2020-05-10;2019-08-28;3250;1625;02.14.01;211;999;999;999999;2;2;111350;N
D;10061;10063;003/2020;2020-05;NF;5102;31.381.168/0001-18;EDUS MEDICAMENTOS E MATERIAIS CIRURGICOS EIRELI;;;151;1;244HOS112019.pdf;2019-08-14;2019-10-12;2020-05-10;2019-08-14;4000;1333,33;02.07.01;211;999;999;999999;3;3;111350;N
D;10061;10063;003/2020;2020-05;NF;5102;31.381.168/0001-18;EDUS MEDICAMENTOS E MATERIAIS CIRURGICOS EIRELI;;;166;1;244HOS112019.pdf;2019-08-16;2019-10-13;2020-05-10;2019-08-16;7682;2560,66;02.14.01;211;999;999;999999;3;3;111350;N
D;10061;10063;003/2020;2020-05;NF;5102;31.381.168/0001-18;EDUS MEDICAMENTOS E MATERIAIS CIRURGICOS EIRELI;;;233;1;244HOS112019.pdf;2019-08-30;2019-10-14;2020-05-10;2019-08-30;11246;5623;02.14.01;211;999;999;999999;2;2;111350;N
D;10061;10063;003/2020;2020-05;NF;6107;14.202.920/0001-05;IGOR DOS SANTOS CAVELAGNA;;;4412;1;245HOS112019.pdf;2019-10-01;2019-10-29;2020-05-10;2019-10-01;10530;3510;02.14.01;211;999;999;999999;1;3;111351;N
D;10061;10063;003/2020;2020-05;NF;5104;60.619.202/0034-06;LINDE GASES LTDA;;;1415;36;246HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;2064,11;2064,11;02.07.02;212;999;999;999999;1;1;111352;N
D;10061;10063;003/2020;2020-05;NF;5103;60.619.202/0034-06;LINDE GASES LTDA;;;1168;55;246HOS112019.pdf;2019-10-11;2019-11-11;2020-05-10;2019-10-11;521,72;521,72;02.07.02;212;999;999;999999;1;1;111352;N
D;10061;10063;003/2020;2020-05;NF;5103;60.619.202/0065-02;LINDE GASES LTDA;;;429 48;48;246HOS112019.pdf;2019-10-10;2019-11-10;2020-05-10;2019-10-10;3972,1;3972,1;02.07.02;211;999;999;999999;1;1;111352;N
D;10061;10063;003/2020;2020-05;NF;5103;60.619.202/0034-06;LINDE GASES LTDA;;;873;41;246HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;631,67;631,67;02.07.02;212;999;999;999999;1;1;111352;N
D;10061;10063;003/2020;2020-05;NF;5103;60.619.202/0065-02;LINDE GASES LTDA;;;324;57;246HOS112019.pdf;2019-10-05;2019-11-04;2020-05-10;2019-10-05;2799,35;2799,35;02.07.02;211;999;999;999999;1;1;111352;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86423;;247HOS112019.pdf;2019-10-01;2019-10-29;2020-05-10;2019-10-01;602,5;602,5;02.05.01;212;999;999;999999;1;1;111353;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86423;;247HOS112019.pdf;2019-10-01;2019-10-29;2020-05-10;2019-10-01;602,5;5;07.03.01;212;999;999;999999;1;1;111353;N
D;10061;10063;003/2020;2020-05;NF ;;03.817.776/0001-97;LOGICA TECNOLOGIA EIRELI EPP;;;7549;;248HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;1050;56,69;07.03.01;212;999;999;999999;1;1;111354;N
D;10061;10063;003/2020;2020-05;NF;5405;25.233.847/0001-47;MEDBRASIL COMERCIAL EIRELI ME;;;1702;;249HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;900;900;02.07.01;212;999;999;999999;1;1;111355;N
D;10061;10063;003/2020;2020-05;NF;5101;31.037.581/0001-60;MAB BALANCAS E MAQUINAS EIRELI;;;358;1;250HOS112019.pdf;2019-10-23;2019-10-28;2020-05-10;2019-10-23;2500;2500;02.15.01;212;999;999;999999;1;1;111356;N
D;10061;10063;003/2020;2020-05;NF;5102;05.120.086/0001-00;R L J IGUACUANO COMERCIO DE MATERIAIS DE ESCRITORIO LTDA ME;;;1615;1;252HOS112019.pdf;2019-10-03;2019-10-31;2020-05-10;2019-10-03;690,31;690,31;02.01.01;211;999;999;999999;1;1;111358;N
D;10061;10063;003/2020;2020-05;NF;5102;02.376.490/0001-50;MEDICAL SUTURE COMERCIO DE MATERIAL HOSPITALAR LTDA;;;64177;1;254HOS112019.pdf;2019-10-01;2019-10-31;2020-05-10;2019-10-01;2990;1495;02.14.01;211;999;999;999999;1;2;111360;N
D;10061;10063;003/2020;2020-05;NF;5101;19.233.977/0001-87;MANUFATURA REAL DE ROUPAS CRUZ LTDA;;;1567;1;255HOS112019.pdf;2019-08-26;2019-10-21;2020-05-10;2019-08-26;2997;999;02.11.01;211;999;999;999999;3;3;111361;N
D;10061;10063;003/2020;2020-05;NF;6107;44.734.671/0001-51;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;;2388830;10;258HOS112019.pdf;2019-08-06;2019-10-07;2020-05-10;2019-08-06;1087,7;362,64;02.07.01;212;999;999;999999;3;3;5,55E+14;N
D;10061;10063;003/2020;2020-05;NF;6107;44.734.671/0001-51;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;;2396002;10;261HOS112019.pdf;2019-08-13;2019-10-14;2020-05-10;2019-08-13;470;156,7;02.07.01;211;999;999;999999;3;3;5,55E+14;N
D;10061;10063;003/2020;2020-05;NF;6107;44.734.671/0001-51;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;;2395864;10;267HOS112019.pdf;2019-08-13;2019-10-14;2020-05-10;2019-08-13;4524,26;1508,38;02.07.01;211;999;999;999999;3;3;5,55E+14;N
D;10061;10063;003/2020;2020-05;NF;6107;04.890.798/0001-45;ORTOM INDUSTRIA TEXTIL LTDA;;;6352;1;274HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;5921,02;2960,51;02.14.01;211;999;999;999999;1;2;111401;N
D;10061;10063;003/2020;2020-05;NF;6107;04.890.798/0001-45;ORTOM INDUSTRIA TEXTIL LTDA;;;6352;1;274HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;5921,02;177,63;07.03.01;211;999;999;999999;1;1;111401;N
D;10061;10063;003/2020;2020-05;NF;5102;28.878.042/0001-49;WORK MED COM. DE MAT. MEDICO E HOSPITALAR EIRELI - EPP;;;1151;1;276HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;390;390;02.14.01;211;999;999;999999;1;1;111403;N
D;10061;10063;003/2020;2020-05;NF;5102;28.878.042/0001-49;WORK MED COM. DE MAT. MEDICO E HOSPITALAR EIRELI - EPP;;;1151;1;276HOS112019.pdf;2019-10-07;2019-11-06;2020-05-10;2019-10-07;390;6,7;07.03.01;211;999;999;999999;1;1;111403;N
D;10061;10063;003/2020;2020-05;NF;5102;00.085.822/0001-12;ESPECIFARMA COM. DE MEDICAMENTOS E PROD. HOSPITALARES LTDA;;;117224;1;277HOS112019.pdf;2019-08-27;2019-10-26;2020-05-10;2019-08-27;1928,08;642,7;02.14.01;211;999;999;999999;3;3;111404;N
D;10061;10063;003/2020;2020-05;NF;5102;00.085.822/0001-12;ESPECIFARMA COM. DE MEDICAMENTOS E PROD. HOSPITALARES LTDA;;;117224;1;277HOS112019.pdf;2019-08-27;2019-10-26;2020-05-10;2019-08-27;1928,08;37,28;07.03.01;211;999;999;999999;1;1;111404;N
D;10061;10063;003/2020;2020-05;NF;;02.875.751/0001-87;MOVINES COMERCIO E REFORMA DE MOVEIS EIRELI;;;244;;302HOS112019.pdf;2019-10-15;2019-11-04;2020-05-10;2019-10-15;1195,5;597,75;03.01.01;212;999;999;999999;1;2;111818;N
D;10061;10063;003/2020;2020-05;NF;;02.875.751/0001-87;MOVINES COMERCIO E REFORMA DE MOVEIS EIRELI;;;244;;302HOS112019.pdf;2019-10-15;2019-11-04;2020-05-10;2019-10-15;1195,5;59,78;07.03.01;212;999;999;999999;1;1;111818;N
D;10061;10063;003/2020;2020-05;NF;5405;06.256.565/0001-10;INTEGRALMED COMERCIO E PRODUTOS LTDA;;;42164;1;303HOS112019.pdf;2019-08-05;2019-09-19;2020-05-10;2019-08-05;3998,08;3998,08;02.07.01;212;999;999;999999;1;1;111819;N
D;10061;10063;003/2020;2020-05;NF;5405;06.256.565/0001-10;INTEGRALMED COMERCIO E PRODUTOS LTDA;;;42164;1;303HOS112019.pdf;2019-08-05;2019-09-19;2020-05-10;2019-08-05;3998,08;159,92;07.03.01;212;999;999;999999;1;1;111819;N
D;10061;10063;003/2020;2020-05;NF;6108;36.325.157/0001-34;COSTA CAMARGO COM. DE PROD. HOSP. LTDA;;;113748;;308HOS112019.pdf;2019-10-03;2019-11-03;2020-05-10;2019-10-03;19600;6533,33;02.07.01;211;999;999;999999;1;3;5,53E+14;N
D;10061;10063;003/2020;2020-05;NF;5102;00.823.255/0001-54;MAMEDICO CIRURGICO LTDA - ME;;;5279;1;323HOS112019.pdf;2019-10-03;2019-11-01;2020-05-10;2019-10-03;4154,44;4154,44;02.14.01;211;999;999;999999;1;1;111915;N
D;10061;10063;003/2020;2020-05;NF;5656;19.791.896/0099-06;SUPERGASBRAS ENERGIA LTDA;;;10430;84;333HOS112019.pdf;2019-11-01;2019-11-13;2020-05-10;2019-10-31;6355,58;177,99;07.03.01;212;999;999;999999;1;1;112104;N
D;10061;10063;003/2020;2020-05;NF;5102;15.825.274/0001-97;FRIGO COPA DISTRIBUIDORA DE ALIMENTOS LTDA;;;216712;2;337HOS112019.pdf;2019-10-22;2019-11-05;2020-05-10;2019-10-22;2409,44;2409,44;02.06.01;211;999;999;999999;1;1;112204;N
D;10061;10063;003/2020;2020-05;NF;5102;15.825.274/0001-97;FRIGO COPA DISTRIBUIDORA DE ALIMENTOS LTDA;;;228102;2;337HOS112019.pdf;2019-11-08;2019-11-20;2020-05-10;2019-11-08;5002,27;5002,27;02.06.01;212;999;999;999999;1;1;112204;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86536;;338HOS112019.pdf;2019-10-08;2019-11-05;2020-05-10;2019-10-08;4504,15;3769,15;02.12.01;211;999;999;999999;1;1;112205;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86536;;338HOS112019.pdf;2019-10-08;2019-11-05;2020-05-10;2019-10-08;4504,15;735;02.07.04;211;999;999;999999;1;1;112205;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86536;;338HOS112019.pdf;2019-10-08;2019-11-05;2020-05-10;2019-10-08;4504,15;5;07.03.01;211;999;999;999999;1;1;112205;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86757;;338HOS112019.pdf;2019-10-23;2019-11-20;2020-05-10;2019-10-23;742;742;02.12.01;212;999;999;999999;1;1;112205;N
D;10061;10063;003/2020;2020-05;NF;5102;04.702.137/0001-49;COPILHA DISTRIBUIDORA DE MATERIAIS E DESCARTAVEIS LTDA;;;86757;;338HOS112019.pdf;2019-10-23;2019-11-20;2020-05-10;2019-10-23;742;5;07.03.01;212;999;999;999999;1;1;112205;N
D;10061;10063;003/2020;2020-05;NF;5102;06.166.161/0001-36;NOVA ELITE SHOW DISTRIBUIDORA DE ALIMENTOS LTDA;;;2165536;1;341HOS112019.pdf;2019-11-05;2019-11-19;2020-05-10;2019-11-05;1509,97;1506,43;02.06.01;212;999;999;999999;1;1;112503;N
D;10061;10063;003/2020;2020-05;NF;;02.875.751/0001-87;MOVINES COMERCIO E REFORMA DE MOVEIS EIRELI;;;244;;343HOS112019.pdf;2019-10-15;2019-11-24;2020-05-10;2019-10-15;1195,5;597,75;03.01.01;212;999;999;999999;2;2;112505;N
D;10061;10063;003/2020;2020-05;NF;5101;00.657.861/0001-47;ACLIVE DO BRASIL INDUSTRIA E COMERCIO LTDA;;;24163;1;348HOS112019.pdf;2019-10-21;2019-11-18;2020-05-10;2019-10-21;1070,2;1070,2;02.05.01;211;999;999;999999;1;1;112605;N
D;10061;10063;003/2020;2020-05;NF;5102;01.925.587/0001-02;NUTRIC NUTRICIONAL COMERCIO LTDA;;;197047;1;349HOS112019.pdf;2019-10-18;2019-11-18;2020-05-10;2019-10-18;131,2;131,2;02.06.01;212;999;999;999999;1;1;112606;N
D;10061;10063;003/2020;2020-05;NF;5102;01.925.587/0001-02;NUTRIC NUTRICIONAL COMERCIO LTDA;;;197047;1;349HOS112019.pdf;2019-10-18;2019-11-18;2020-05-10;2019-10-18;131,2;0,48;07.03.01;212;999;999;999999;1;1;112606;N
D;10061;10063;003/2020;2020-05;NF;5102;30.481.712/0001-30;VIDRACARIA VILA GLASS COMERCIO E SERVICOS LTDA;;;403;1;350HOS112019.pdf;2019-11-05;2019-11-26;2020-05-10;2019-11-05;820;410;02.03.01;212;999;999;999999;2;2;112607;N
D;10061;10063;003/2020;2020-05;NF;;73.251.100/0001-64;W SILVA ARTE GRAFICA LTDA;;;6132;;351HOS112019.pdf;2019-10-15;2019-11-14;2020-05-10;2019-10-15;2577,3;2577,3;02.01.01;211;999;999;999999;1;1;112608;N
D;10061;10063;003/2020;2020-05;NF;;73.251.100/0001-64;W SILVA ARTE GRAFICA LTDA;;;6144;;351HOS112019.pdf;2019-10-15;2019-11-14;2020-05-10;2019-10-15;660;660;02.01.01;212;999;999;999999;1;1;112608;N
D;10061;10063;003/2020;2020-05;NF;;73.251.100/0001-64;W SILVA ARTE GRAFICA LTDA;;;6152;;351HOS112019.pdf;2019-10-18;2019-11-18;2020-05-10;2019-10-18;850;850;02.01.01;212;999;999;999999;1;1;112608;N
D;10061;10063;003/2020;2020-05;NF;6107;53.400.248/0001-06;MECANO PACK EMBALAGENS S.A;;;444806;1;353HOS112019.pdf;2019-10-21;2019-11-18;2020-05-10;2019-10-21;2010,55;2010,55;02.06.01;211;999;999;999999;1;1;5,53E+14;N
D;10061;10063;003/2020;2020-05;NF;5102;04.528.629/0001-60;CDI BARRA PRODUTOS IMP E EXP LTDA;;;1171063;3;355HOS112019.pdf;2019-10-18;2019-11-15;2020-05-10;2019-10-18;3001,44;3001,44;02.06.01;211;999;999;999999;1;1;112703;N
D;10061;10063;003/2020;2020-05;NF;5102;04.528.629/0001-60;CDI BARRA PRODUTOS IMP E EXP LTDA;;;1171063;3;355HOS112019.pdf;2019-10-18;2019-11-15;2020-05-10;2019-10-18;3001,44;89,1;07.03.01;211;999;999;999999;1;1;112703;N
D;10061;10063;003/2020;2020-05;NF;5102;04.528.629/0001-60;CDI BARRA PRODUTOS IMP E EXP LTDA;;;1171075;3;356HOS112019.pdf;2019-10-18;2019-11-15;2020-05-10;2019-10-18;3504,82;3504,82;02.06.01;211;999;999;999999;1;1;112704;N
D;10061;10063;003/2020;2020-05;NF;5102;04.528.629/0001-60;CDI BARRA PRODUTOS IMP E EXP LTDA;;;1171075;3;356HOS112019.pdf;2019-10-18;2019-11-15;2020-05-10;2019-10-18;3504,82;104,04;07.03.01;211;999;999;999999;1;1;112704;N
D;10061;10063;003/2020;2020-05;NF;5102;08.969.770/0001-59;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;;;1691203;1;358HOS112019.pdf;2019-10-22;2019-11-18;2020-05-10;2019-10-22;7221,95;7221,95;02.06.01;211;999;999;999999;1;1;112706;N
D;10061;10063;003/2020;2020-05;NF;5102;08.969.770/0001-59;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;;;1692711;1;358HOS112019.pdf;2019-10-23;2019-11-19;2020-05-10;2019-10-23;1145,5;1145,5;02.06.01;211;999;999;999999;1;1;112706;N
D;10061;10063;003/2020;2020-05;NF;5102;42.366.138/0001-59;ALUMPLEX COMERCIAL LTDA;;;675;1;359HOS112019.pdf;2019-11-26;2019-11-27;2020-05-10;2019-11-26;943;943;02.01.01;212;999;999;999999;1;1;112707;N
D;10061;10063;003/2020;2020-05;NF;5102;00.417.504/0001-01;QUEBRAMAR INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA - ME;;;1025839;;360HOS112019.pdf;2019-10-21;2019-11-04;2020-05-10;2019-10-21;6750,53;6750,53;02.06.01;211;999;999;999999;1;1;112708;N
D;10061;10063;003/2020;2020-05;NF;5102;00.417.504/0001-01;QUEBRAMAR INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA - ME;;;1026117;;360HOS112019.pdf;2019-10-22;2019-11-05;2020-05-10;2019-10-22;666;666;02.06.01;212;999;999;999999;1;1;112708;N
D;10061;10063;003/2020;2020-05;NF;5102;00.417.504/0001-01;QUEBRAMAR INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA - ME;;;1026532;;360HOS112019.pdf;2019-10-23;2019-11-06;2020-05-10;2019-10-23;2384,17;2384,17;02.06.01;211;999;999;999999;1;1;112708;N
D;10061;10063;003/2020;2020-05;NF;5102;00.417.504/0001-01;QUEBRAMAR INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA - ME;;;1030833;;360HOS112019.pdf;2019-11-05;2019-11-19;2020-05-10;2019-11-05;8730;8730;02.06.01;212;999;999;999999;1;1;112708;N
D;10061;10063;003/2020;2020-05;NF;6108;10.972.948/0001-62;BRAZMIX COMERCIO VAREJISTA E ATACADISTA LTDA;;;54206;1;366HOS112019.pdf;2019-10-22;2019-11-21;2020-05-10;2019-10-22;820,8;820,8;02.07.04;212;999;999;999999;1;1;112806;N
D;10061;10063;003/2020;2020-05;NF;6108;10.972.948/0001-62;BRAZMIX COMERCIO VAREJISTA E ATACADISTA LTDA;;;54206;1;366HOS112019.pdf;2019-10-22;2019-11-21;2020-05-10;2019-10-22;820,8;30,21;07.03.01;212;999;999;999999;1;1;112806;N
D;10061;10063;003/2020;2020-05;NF;;31.978.612/0001-87;RTT INFORMATICA E TELECOMUNICACOES LTDA;;;6980;1;367HOS112019.pdf;2019-12-04;2019-11-28;2020-05-10;2019-11-28;400;400;02.02.01;212;999;999;999999;1;1;112807;N
